company_id,company_name,website,industry,primary_service,country,city,state,employee_range,estimated_revenue_usd,founded_year,ownership,customer_profile,business_model,revenue_model,geography,key_services,growth_signal,reputation_signal,technology_stack,linkedin_url,company_description,demo_fit
C259,CHS Inc.,https://chsinc.com,Agriculture,"Agricultural cooperative: farm supplies, grain marketing, and food ingredients",United States,Overland Park,Kansas,10001-50000,20000M,1905,Cooperative,Farmers; agricultural producers; food manufacturers; retailers,Agriculture + Food + Farm Supplies,Cooperative sales + grain marketing + farm supply sales,North America,"Farm supplies, grain marketing and distribution, food ingredients, agricultural equipment, precision ag",Stable,Positive,Farm Supplies;Grain Marketing;Food Ingredients;Agriculture;Cooperative;Precision Ag,https://www.linkedin.com/company/chs-inc,"Agricultural cooperative providing farm supplies, grain marketing and distribution, and food ingredients to farmers and food manufacturers across North America",Medium
C260,Tetra Pak International,https://tetrapak.com,Agriculture,"Food processing and packaging solutions: packaging, processing equipment, and services",Sweden,Lund,Skane,10001-50000,16000M,1951,Private,Food and beverage manufacturers; dairies; juice producers; food processors,Food Processing + Packaging + Services,Product sales + equipment + services,Global,"Food packaging (cartons, aseptic packaging), processing equipment, filling machines, food safety, supply chain services",Stable,Positive,Food Packaging;Processing Equipment;Filling Machines;Aseptic Packaging;Dairy;Food Safety;Supply Chain,https://www.linkedin.com/company/tetra-pak,"Global provider of food processing and packaging solutions including aseptic carton packaging, processing equipment, and food safety services for the food and beverage industry",Medium
C261,Williams-Sonoma Inc.,https://williams-sonoma.com,Consumer Durables,"Home furnishings: cookware, cutlery, kitchen appliances, and home decor",United States,Chicago,Illinois,501-1000,7400M,1956,Public,Home cooks; kitchen enthusiasts; home decorators; gift buyers,Consumer Durables + Home Furnishings,Product sales + e-commerce + catalog,North America + Global,"Cookware, cutlery, kitchen appliances, food, home decor, table linens, gifts, home fragrance",Stable,Positive,E-commerce;Retail;Product Sales;Brands;Catalog;Home Decor;Cookware,https://www.linkedin.com/company/williams-sonoma-inc,"Home furnishings retailer selling cookware, cutlery, kitchen appliances, home decor, and food products through multiple brands and channels",Medium
C262,Herman Miller (now MillerKnoll),https://millerknoll.com,Consumer Durables,"Design furniture and office products: office furniture, seating, and workspace solutions",United States,Zeeland,Michigan,501-1000,1800M,1905,Public,Companies; offices; design professionals; schools; healthcare,Office Furniture + Design + Seating,Product sales + services,Global,"Office chairs, desks, storage, workspace solutions, design furniture, seating, ergonomic products",Stable,Positive,Design;Furniture;Office Furniture;Seating;Workspace Solutions;Ergonomics;Manufacturing,https://www.linkedin.com/company/millerknoll,"Leading designer and manufacturer of office furniture, seating, and workspace solutions for offices, schools, and healthcare environments with iconic design brands",Medium
C263,La-Z-Boy Furniture,https://lazboy.com,Consumer Durables,"Home furniture: recliners, sofas, sectionals, chairs, and home furnishings",United States,Monroe,Michigan,501-1000,2400M,1927,Public,Homeowners; furniture buyers; retailers; consumers,Furniture + Home Furnishings,Product sales + retail franchisee,North America,"Recliners, sofas, sectionals, chairs, home furnishings, living room furniture, beds, mattresses",Stable,Neutral,Furniture;Home Furnishings;Recliners;Sofas;Living Room;Retail;Manufacturing;Catalog,https://www.linkedin.com/company/lazyboy-furniture,"Furniture company known for recliners, sofas, and sectionals selling through retail stores, e-commerce, and independent dealers throughout North America",Medium
C264,Acme Brick Company,https://acemen.com,Consumer Durables,"Brick, masonry, and building materials: brick, pavers, and stone veneer",United States,Fort Worth,Texas,501-1000,1000M,1981,Public,Homebuilders; contractors; architects; developers; consumers,Building Materials + Brick + Masonry,Product sales + fabricator distribution,North America,"Brick, pavers, stone veneer, masonry products, building materials, tile, hardscape",Stable,Neutral,Brick;Masonry;Building Materials;Pavers;Stone Veneer;Hardscape;Tile;Contractors,https://www.linkedin.com/company/acme-brick,"Brick and building materials company manufacturing brick, pavers, stone veneer, and related masonry products for residential and commercial construction",Low
C265,Lincoln Electric Holdings,https://lincolnelectric.com,Consumer Durables,"Welding products, arc welding equipment, and cutting products",United States,Cleveland,Ohio,501-1000,4000M,1895,Public,Industrial manufacturers; fabricators; construction; automotive; shipbuilding,Welding + Cutting + Fabrication Equipment,Product sales + welding services + consumables,Global,"Arc welding equipment, cutting equipment, welding consumables, automation, robotics, training, safety equipment",Stable,Positive,Welding;Cutting;Automation;Robotics;Fabrication;Industrial;Construction;Safety,https://www.linkedin.com/company/lincoln-electric,"Leading manufacturer of welding products, cutting equipment, and fabrication solutions for industrial, construction, and manufacturing applications globally",Medium
C266,Stanley Black & Decker,https://stanleyblackdecker.com,Consumer Durables,"Power tools, hand tools, and related accessories and products",United States,Newark,New Jersey,10001-50000,15000M,1843,Public,Consumers; professionals; contractors; industrial; retail,Power Tools + Hand Tools + Accessories,Product sales + e-commerce,Global,"Power tools, hand tools, storage, accessories, products for industrial, professional, and consumer use",Stable,Positive,Power Tools;Hand Tools;Storage;Accessories;Professional;Industrial;Manufacturing;Brands,https://www.linkedin.com/company/stanley-black-decker,"Leading manufacturer of power tools, hand tools, and related accessories and products for professional, industrial, and consumer applications worldwide",Medium
C267,Walter Surface Technologies,https://walrespectives.com,Consumer Durables,"Surface treatment, finishing, and metal removal products and services",United States,Woburn,Massachusetts,501-1000,800M,1985,Private,Industrial manufacturers; metal fabricators; aerospace; automotive; medical,Surface Treatment + Finishing + Metal Removal,Product sales + services + distribution,North America + Global,"Surface treatment chemicals, abrasive products, finishing tools, metal removal, deburring, polishing, surface preparation",Stable,Neutral,Surface Treatment;Finishing;Metal Removal;Abrasive Products;Deburring;Polishing;Manufacturing,https://www.linkedin.com/company/walter-surface-technologies,"Provider of surface treatment, finishing, and metal removal products and services for industrial manufacturing and metal fabrication applications",Low
C268,Weber-Stephen Products,https://weber.com,Consumer Durables,"Outdoor cooking products: grills, smokers, and outdoor kitchen equipment",United States,Palatine,Illinois,501-1000,2000M,1952,Private,Consumers; outdoor cooking enthusiasts; retailers; restaurants,Outdoor Cooking + Grills + Outdoor Kitchen,Product sales + retail distribution,North America + Global,"Gas and charcoal grills, smokers, outdoor kitchens, accessories, outdoor cooking products",Stable,Neutral,Grills;Outdoor Cooking;Smokers;Outdoor Kitchens;Accessories;Retail;Consumer Products,https://www.linkedin.com/company/weber-stephen-products,"Leading manufacturer of outdoor cooking products including gas and charcoal grills, smokers, and outdoor kitchen equipment for residential and commercial use",Medium
C269,Newell Brands,https://newellbrands.com,Consumer Durables,"Consumer products: home, office, and lifestyle brands and products",United States,Atlanta,Georgia,501-1000,9000M,1969,Public,Consumers; households; office users; retailers; gift buyers,Consumer Products + Home + Office,Product sales + e-commerce + retail,Global,"Consumer products across home, office, lifestyle, and entertainment categories including writing instruments, home organizers, storage, office supplies, personal care",Stable,Neutral,Consumer Products;Home;Office;Lifestyle;Brands;Office Supplies;Writing Instruments;E-commerce,https://www.linkedin.com/company/newell-brands,"Consumer products company owning and operating a portfolio of home, office, and lifestyle brands offering products for household, office, and personal use",Low
C270,Zoetis Inc.,https://zoetis.com,Pet Care / Animal Health,"Animal health: vaccines, medicines, and diagnostic products for pets and livestock",United States,Kalamazoo,Michigan,501-1000,8000M,2013,Public,Veterinarians; pet owners; livestock producers; animal health distributors,Pet Care + Animal Health + Veterinary,Product sales + animal health products,Global,"Animal vaccines, parasiticides, therapeutics, diagnostics, pet health products, livestock health products",Growing,Positive,Animal Health;Vaccines;Parasiticides;Therapeutics;Diagnostics;Pet Health;Livestock;Veterinary,https://www.linkedin.com/company/zoetis,"Leading global animal health company providing vaccines, parasiticides, therapeutics, and diagnostic products for pets and livestock to veterinarians and animal owners",Medium
C271,Merck Animal Health,https://merck-animal-health.com,Pet Care / Animal Health,"Animal health: vaccines, parasiticides, and health products for pets and livestock",United States,Rahway,New Jersey,501-1000,6000M,1899,Public,Veterinarians; pet owners; livestock producers; animal health distributors,Pet Care + Animal Health + Veterinary,Product sales + animal health products,Global,"Animal vaccines, parasiticides, health products, livestock health, pet health, poultry health, swine health",Growing,Positive,Animal Health;Vaccines;Parasiticides;Pet Health;Livestock;Poultry;Swine;Veterinary,https://www.linkedin.com/company/merck-animal-health,"Animal health business of Merck providing vaccines, parasiticides, and animal health products for pets, livestock, poultry, and swine to veterinarians and animal producers",Medium
